Section,Text,Start_time_section,End_time_section,Section_offset,Start_time_combined,End_time_combined,Start_time_adjusted
6,ribsy,52.16,52.78,453.57,505.73,506.35,448.78
6,off,52.78,53.05,453.57,506.35,506.62,449.4
6,the,53.05,53.12,453.57,506.62,506.69,449.67
6,bus,53.12,53.62,453.57,506.69,507.19,449.74
6,well,54.69,55.39,453.57,508.26,508.96,451.31
6,i,56.27,56.43,453.57,509.84,510,452.89
6,guess,56.43,56.73,453.57,510,510.3,453.05
6,we'll,56.73,56.82,453.57,510.3,510.39,453.35
6,have,56.82,57.06,453.57,510.39,510.63,453.44
6,to,57.06,57.16,453.57,510.63,510.73,453.68
6,get,57.16,57.31,453.57,510.73,510.88,453.78
6,a,57.31,57.35,453.57,510.88,510.92,453.93
6,box,57.35,58.02,453.57,510.92,511.59,453.97
6,i'll,59.14,59.36,453.57,512.71,512.93,455.76
6,get,59.36,59.59,453.57,512.93,513.16,455.98
6,you,59.59,59.78,453.57,513.16,513.35,456.21
6,onto,59.78,60.05,453.57,513.35,513.62,456.4
6,the,60.05,60.13,453.57,513.62,513.7,456.67
6,next,60.13,60.54,453.57,513.7,514.11,456.75
6,bus,60.54,60.81,453.57,514.11,514.38,457.16
6,somehow,60.81,61.47,453.57,514.38,515.04,457.43
6,promised,62.06,62.54,453.57,515.63,516.11,458.68
6,henry,62.54,62.98,453.57,516.11,516.55,459.16
7,he,1.92,2.1,516.85,518.77,518.95,461.82
7,went,2.1,2.33,516.85,518.95,519.18,462
7,back,2.33,2.56,516.85,519.18,519.41,462.23
7,into,2.56,2.72,516.85,519.41,519.57,462.46
7,the,2.72,2.82,516.85,519.57,519.67,462.62
7,drugstore,2.82,3.46,516.85,519.67,520.31,462.72
7,followed,3.46,3.84,516.85,520.31,520.69,463.36
7,closely,3.84,4.46,516.85,520.69,521.31,463.74
7,by,4.46,4.67,516.85,521.31,521.52,464.36
7,ribsy,4.67,5.26,516.85,521.52,522.11,464.57
7,have,6.42,6.61,516.85,523.27,523.46,466.32
7,you,6.61,6.81,516.85,523.46,523.66,466.51
7,got,6.81,7.06,516.85,523.66,523.91,466.71
7,a,7.06,7.14,516.85,523.91,523.99,466.96
7,big,7.14,7.62,516.85,523.99,524.47,467.04
7,box,7.62,8.02,516.85,524.47,524.87,467.52
7,i,8.02,8.06,516.85,524.87,524.91,467.92
7,could,8.06,8.23,516.85,524.91,525.08,467.96
7,have,8.23,8.58,516.85,525.08,525.43,468.13
7,please,8.58,9.16,516.85,525.43,526.01,468.48
7,he,9.62,9.81,516.85,526.47,526.66,469.52
7,asked,9.81,10.04,516.85,526.66,526.89,469.71
7,the,10.04,10.11,516.85,526.89,526.96,469.94
7,man,10.11,10.34,516.85,526.96,527.19,470.01
7,at,10.34,10.43,516.85,527.19,527.28,470.24
7,the,10.43,10.5,516.85,527.28,527.35,470.33
7,toothpaste,10.5,11.01,516.85,527.35,527.86,470.4
7,counter,11.01,11.39,516.85,527.86,528.24,470.91
7,i,11.94,12.21,516.85,528.79,529.06,471.84
7,need,12.21,12.39,516.85,529.06,529.24,472.11
7,one,12.39,12.65,516.85,529.24,529.5,472.29
7,big,12.65,12.84,516.85,529.5,529.69,472.55
7,enough,12.84,13.11,516.85,529.69,529.96,472.74
7,for,13.11,13.3,516.85,529.96,530.15,473.01
7,my,13.3,13.47,516.85,530.15,530.32,473.2
7,dog,13.47,13.9,516.85,530.32,530.75,473.37
7,the,15.05,15.14,516.85,531.9,531.99,474.95
7,clerk,15.14,15.58,516.85,531.99,532.43,475.04
7,leaned,15.58,16.01,516.85,532.43,532.86,475.48
7,over,16.01,16.24,516.85,532.86,533.09,475.91
7,the,16.24,16.31,516.85,533.09,533.16,476.14
7,counter,16.31,16.82,516.85,533.16,533.67,476.21
7,to,16.85,16.97,516.85,533.7,533.82,476.75
7,look,16.97,17.22,516.85,533.82,534.07,476.87
7,at,17.22,17.35,516.85,534.07,534.2,477.12
7,ribsy,17.35,17.9,516.85,534.2,534.75,477.25
7,a,18.89,19.5,516.85,535.74,536.35,478.79
7,cardboard,19.59,20.42,516.85,536.44,537.27,479.49
7,box,20.42,21.12,516.85,537.27,537.97,480.32
7,he,21.41,21.6,516.85,538.26,538.45,481.31
7,asked,21.6,22.03,516.85,538.45,538.88,481.5
7,yes,22.66,23.02,516.85,539.51,539.87,482.56
7,please,23.05,23.55,516.85,539.9,540.4,482.95
7,said,24.11,24.33,516.85,540.96,541.18,484.01
7,henry,24.33,24.78,516.85,541.18,541.63,484.23
7,wishing,24.99,25.47,516.85,541.84,542.32,484.89
7,the,25.47,25.56,516.85,542.32,542.41,485.37
7,man,25.56,25.82,516.85,542.41,542.67,485.46
7,would,25.82,25.92,516.85,542.67,542.77,485.72
7,hurry,25.92,26.37,516.85,542.77,543.22,485.82
7,he,26.82,26.98,516.85,543.67,543.83,486.72
7,didn't,26.98,27.26,516.85,543.83,544.11,486.88
7,want,27.26,27.47,516.85,544.11,544.32,487.16
7,to,27.47,27.51,516.85,544.32,544.36,487.37
7,be,27.51,27.62,516.85,544.36,544.47,487.41
7,late,27.62,27.91,516.85,544.47,544.76,487.52
7,getting,27.91,28.21,516.85,544.76,545.06,487.81
7,home,28.21,28.74,516.85,545.06,545.59,488.11
7,the,29.69,29.79,516.85,546.54,546.64,489.59
7,clerk,29.79,30.23,516.85,546.64,547.08,489.69
7,pulled,30.23,30.63,516.85,547.08,547.48,490.13
7,a,30.63,30.68,516.85,547.48,547.53,490.53
7,box,30.68,31.13,516.85,547.53,547.98,490.58
7,out,31.13,31.32,516.85,547.98,548.17,491.03
7,from,31.32,31.5,516.85,548.17,548.35,491.22
7,under,31.5,31.7,516.85,548.35,548.55,491.4
7,the,31.7,31.78,516.85,548.55,548.63,491.6
7,counter,31.78,32.37,516.85,548.63,549.22,491.68
7,this,33.38,33.97,516.85,550.23,550.82,493.28
7,hair,33.97,34.44,516.85,550.82,551.29,493.87
7,tonic,34.44,34.89,516.85,551.29,551.74,494.34
7,carton,34.89,35.35,516.85,551.74,552.2,494.79
7,is,35.35,35.56,516.85,552.2,552.41,495.25
7,the,35.56,35.72,516.85,552.41,552.57,495.46
7,only,35.72,36.03,516.85,552.57,552.88,495.62
7,one,36.03,36.22,516.85,552.88,553.07,495.93
7,i,36.22,36.34,516.85,553.07,553.19,496.12
7,have,36.34,36.92,516.85,553.19,553.77,496.24
7,i,37.7,38.4,516.85,554.55,555.25,497.6
7,guess,38.43,38.85,516.85,555.28,555.7,498.33
7,it's,38.85,39.14,516.85,555.7,555.99,498.75
7,big,39.14,39.36,516.85,555.99,556.21,499.04
7,enough,39.36,39.86,516.85,556.21,556.71,499.26
7,but,40.56,40.75,516.85,557.41,557.6,500.46
7,why,40.75,41.03,516.85,557.6,557.88,500.65
7,anyone,41.03,41.69,516.85,557.88,558.54,500.93
7,would,41.69,41.84,516.85,558.54,558.69,501.59
7,want,41.84,42.1,516.85,558.69,558.95,501.74
7,to,42.1,42.15,516.85,558.95,559,502
7,put,42.15,42.35,516.85,559,559.2,502.05
7,a,42.35,42.43,516.85,559.2,559.28,502.25
7,dog,42.43,43.05,516.85,559.28,559.9,502.33
7,in,43.11,43.27,516.85,559.96,560.12,503.01
7,a,43.27,43.33,516.85,560.12,560.18,503.17
7,cardboard,43.33,43.99,516.85,560.18,560.84,503.23
7,box,43.99,44.59,516.85,560.84,561.44,503.89
7,i,44.69,45,516.85,561.54,561.85,504.59
7,can't,45,45.49,516.85,561.85,562.34,504.9
7,understand,45.49,46.4,516.85,562.34,563.25,505.39
7,the,47.72,47.81,516.85,564.57,564.66,507.62
7,box,47.81,48.2,516.85,564.66,565.05,507.71
7,was,48.2,48.34,516.85,565.05,565.19,508.1
7,about,48.34,48.7,516.85,565.19,565.55,508.24
7,two,48.7,48.9,516.85,565.55,565.75,508.6
